County,State,FIPS Code,Weighted Ed Level,Opioid Prescribing Rate per 100
SABINE,LA,22085,192.42493269828122,71.6
ALLEN,LA,22003,188.30404799937662,83.4
MADISON,LA,22065,175.6456611570248,1.5
SUFFOLK,MA,25025,284.0110928223291,26.8
BARNSTABLE,MA,25001,309.23842917251056,50.9
DUKES,MA,25007,308.10998552821997,47.9
MIDDLESEX,MA,25017,312.2494956903877,28.8
BERKSHIRE,MA,25003,272.1497287692464,51.8
BRISTOL,MA,25005,237.233221307826,62.1
HAMPDEN,MA,25013,234.6752261353658,57.7
PLYMOUTH,MA,25023,265.03926429051256,45.6
ESSEX,MA,25009,265.67254401567294,39.4
FRANKLIN,MA,25011,286.9441389617347,46.3
NORFOLK,MA,25021,307.02948923442045,35.6
WORCESTER,MA,25027,261.17978757077617,43.9
HAMPSHIRE,MA,25015,307.3152726167361,48.8
NANTUCKET,MA,25019,296.3343108504399,31.1
WORCESTER,MD,24047,261.9620240889078,63.0
BALTIMORE CITY,MD,24510,243.20937856972293,48.5
SOMERSET,MD,24039,212.62354172318902,42.2
TALBOT,MD,24041,280.05125330343554,96.3
HARFORD,MD,24025,263.2346121247981,64.6
ALLEGANY,MD,24001,235.4727170034853,109.9
HOWARD,MD,24027,316.3372213955423,31.5
PRINCE GEORGEÕS,MD,24033,244.40922664586748,34.2
ANNE ARUNDEL,MD,24003,273.2391073326249,61.4
BALTIMORE,MD,24005,268.91763220807184,63.5
FREDERICK,MD,24021,271.13427195709147,61.4
CALVERT,MD,24009,249.80291552893507,78.5
GARRETT,MD,24023,229.59750643718664,77.6
KENT,MD,24029,267.99552527204315,96.6
MONTGOMERY,MD,24031,309.5156072278815,29.9
CARROLL,MD,24013,260.85919710254063,64.5
QUEEN ANNEÕS,MD,24035,263.64247722687537,57.8
SAINT MARYS,MD,24037,240.8185332360176,56.9
CHARLES,MD,24017,242.05972272963254,71.3
DORCHESTER,MD,24019,220.4934230840487,67.9
WASHINGTON,MD,24043,224.7168095435518,100.2
WICOMICO,MD,24045,239.7592487305664,66.3
CECIL,MD,24015,226.3357287923762,64.1
CAROLINE,MD,24011,201.28107366173555,40.8
BERRIEN,MI,26021,243.79404703513438,84.4
OGEMAW,MI,26129,212.23127889794554,128.1
OSCODA,MI,26135,202.39643545279384,80.7
WEXFORD,MI,26165,217.63025975998784,123.0
CRAWFORD,MI,26039,231.7198466102308,101.9
CLINTON,MI,26037,260.079409216125,35.0
DICKINSON,MI,26043,249.85988946835835,87.5
GRATIOT,MI,26057,218.27488564582882,70.2
HURON,MI,26063,221.30078740157478,62.6
INGHAM,MI,26065,277.817495675874,63.7
LENAWEE,MI,26091,229.93153116599888,81.7
MASON,MI,26105,242.02083333333337,117.7
MENOMINEE,MI,26109,228.7015263585446,32.9
MONTCALM,MI,26117,207.16214499015186,103.2
MISSAUKEE,MI,26113,206.81484448004272,30.4
SAINT JOSEPH,MI,26149,202.19412054524554,93.6
SAINT CLAIR,MI,26147,228.68034125975674,87.7
VAN BUREN,MI,26159,219.0690251363213,94.1
WASHTENAW,MI,26161,318.1931846786664,38.4
ARENAC,MI,26011,213.24320777004854,93.2
BARRY,MI,26015,227.701444461221,55.2
CASS,MI,26027,224.45668035099325,35.8
IRON,MI,26071,238.1188557257993,76.9
BENZIE,MI,26019,261.6195166647578,55.7
ROSCOMMON,MI,26143,232.15091501629485,127.3
SCHOOLCRAFT,MI,26153,219.3492728617205,95.3
WAYNE,MI,26163,223.2775189333164,77.4
BRANCH,MI,26023,205.32576992857636,71.0
GRAND TRAVERSE,MI,26055,275.80298612176887,96.2
JACKSON,MI,26075,232.31041141211026,73.9
MACKINAC,MI,26097,241.58361018826133,68.4
GENESEE,MI,26049,228.92759704147915,102.0
ANTRIM,MI,26009,253.3393852937362,39.8
HOUGHTON,MI,26061,255.58307874384167,39.2
LIVINGSTON,MI,26093,267.69815882661305,52.8
IOSCO,MI,26069,231.73756764229572,134.2
LAKE,MI,26085,208.981060930671,29.0
MANISTEE,MI,26101,242.3952193844139,87.2
MONTMORENCY,MI,26119,221.99138858988158,60.6
PRESQUE ISLE,MI,26141,233.86494476427572,49.1
GLADWIN,MI,26051,213.3312272942663,89.0
KALAMAZOO,MI,26077,272.16025863064306,63.3
MECOSTA,MI,26107,241.94900534957503,82.1
MARQUETTE,MI,26103,268.11229428848014,75.5
NEWAYGO,MI,26123,205.78300173281278,101.2
OSCEOLA,MI,26133,198.18698591791912,63.2
OTSEGO,MI,26137,236.1281808058729,143.2
CALHOUN,MI,26025,226.73178139912304,101.4
CHEBOYGAN,MI,26031,238.7360157016683,105.8
LUCE,MI,26095,223.89946924758038,111.5
KENT,MI,26081,249.89047355651377,67.7
MACOMB,MI,26099,240.89053597200987,86.3
SAGINAW,MI,26145,230.0501024235951,78.1
SHIAWASSEE,MI,26155,226.77762070623896,84.8
BARAGA,MI,26013,215.5827505827506,72.9
BAY,MI,26017,232.00759373516848,86.6
CHARLEVOIX,MI,26029,265.79510703363917,74.0
EATON,MI,26045,252.9718379901645,85.7
DELTA,MI,26041,244.91001511196592,87.6
GOGEBIC,MI,26053,246.84470693971883,89.8
EMMET,MI,26047,272.83037176299354,110.5
CHIPPEWA,MI,26033,235.16555768876734,56.1
MONROE,MI,26115,228.03387270333315,78.4
ALLEGAN,MI,26005,221.49371413552936,40.6
OAKLAND,MI,26125,293.3664020098884,64.0
HILLSDALE,MI,26059,216.25171534993137,61.3
ALGER,MI,26003,230.37605359844392,71.9
MUSKEGON,MI,26121,221.57005795943422,111.4
OCEANA,MI,26127,213.42858228521484,60.7
LEELANAU,MI,26089,303.0745687256539,18.5
LAPEER,MI,26087,226.90437050053853,68.0
CLARE,MI,26035,207.89293067947838,110.0
SANILAC,MI,26151,208.8912964969303,39.8
ISABELLA,MI,26073,261.2154962307998,61.6
ONTONAGON,MI,26131,253.85375494071147,29.6
OTTAWA,MI,26139,246.86932412227958,52.8
TUSCOLA,MI,26157,214.48972353413356,64.2
ALCONA,MI,26001,239.24901565351,13.2
ALPENA,MI,26007,239.83640793595544,113.1
IONIA,MI,26067,214.80973389246572,63.0
KALKASKA,MI,26079,207.77163267657562,91.8
MIDLAND,MI,26111,265.1798440513121,73.6
WILKIN,MN,27167,243.16974054391997,53.4
RED LAKE,MN,27125,220.18919591735127,27.5
AITKIN,MN,27001,241.0138248847926,68.0
CLAY,MN,27027,256.8165699548678,44.8
FARIBAULT,MN,27043,224.30187598453386,46.7
MURRAY,MN,27101,227.4005241839409,35.4
FILLMORE,MN,27045,226.03121248499397,29.2
KANDIYOHI,MN,27067,232.99903703877678,58.9
LAKE,MN,27075,273.057288712422,24.3
POLK,MN,27119,235.20466354074264,55.8
ROCK,MN,27133,226.0892611046327,54.1
ROSEAU,MN,27135,220.89206410503957,59.4
SIBLEY,MN,27143,213.3530360021494,23.4
TRAVERSE,MN,27155,234.6738159070599,38.5
WATONWAN,MN,27165,193.48024871982443,46.4
BECKER,MN,27005,236.0157367668097,37.5
HENNEPIN,MN,27053,294.18524236934,33.5
BIG STONE,MN,27011,220.75808692200832,83.4
BROWN,MN,27015,231.90983639028642,48.9
CHIPPEWA,MN,27023,221.1212624584718,62.8
CASS,MN,27021,237.90697674418604,24.7
CLEARWATER,MN,27029,204.90707162284676,57.7
GOODHUE,MN,27049,244.78520958862543,41.7
HUBBARD,MN,27057,251.1063973388613,48.8
ISANTI,MN,27059,220.73139125025915,47.6
JACKSON,MN,27063,237.11401425178147,24.1
MARTIN,MN,27091,231.11431985660224,66.1
MOWER,MN,27099,219.05753313360074,34.7
NOBLES,MN,27105,180.28736158140384,34.5
PINE,MN,27115,216.70853839006094,53.9
OLMSTED,MN,27109,281.27698849589603,27.3
COTTONWOOD,MN,27033,219.51560723966077,77.8
SCOTT,MN,27139,254.70334999257756,33.3
DODGE,MN,27039,230.58335367341957,13.8
WABASHA,MN,27157,237.10097719869705,8.3
PIPESTONE,MN,27117,214.54112038140642,73.2
CROW WING,MN,27035,249.9661443980789,52.1
NORMAN,MN,27107,219.3807861587494,21.7
WRIGHT,MN,27171,233.49347975291693,46.6
NICOLLET,MN,27103,262.2457209427368,19.0
DOUGLAS,MN,27041,261.0338564961644,79.9
GRANT,MN,27051,237.31217288536214,33.1
KITTSON,MN,27069,237.24908759124088,37.6
LE SUEUR,MN,27079,230.23732470334414,9.4
MAHNOMEN,MN,27087,182.23636363636362,30.6
CHISAGO,MN,27025,235.8583347146251,30.9
REDWOOD,MN,27127,216.51976668826958,41.0
YELLOW MEDICINE,MN,27173,222.25579053373616,34.8
TODD,MN,27153,208.4305777341031,23.1
BELTRAMI,MN,27007,236.4647632342356,46.4
BLUE EARTH,MN,27013,267.6098955403166,58.5
HOUSTON,MN,27055,249.3398898925651,21.7
LAC QUI PARLE,MN,27073,239.44444444444446,58.4
LAKE OF THE WOODS,MN,27077,224.36865399635514,63.5
OTTER TAIL,MN,27111,246.99775047586084,48.5
WASECA,MN,27161,229.89734363424702,47.8
SAINT LOUIS,MN,27137,265.2475860485087,54.4
ANOKA,MN,27003,248.42008809346373,44.9
STEARNS,MN,27145,247.05666452028333,48.2
DAKOTA,MN,27037,272.1527534938684,43.0
LINCOLN,MN,27081,227.95248078266945,38.7
LYON,MN,27083,237.4306875024235,43.5
MARSHALL,MN,27089,222.04959029477493,21.1
MILLE LACS,MN,27095,212.3151940706066,62.4
RENVILLE,MN,27129,215.1371807000946,28.6
WASHINGTON,MN,27163,276.57732320233964,47.8
CARLTON,MN,27017,237.1187302304564,54.6
COOK,MN,27031,314.2504743833017,34.0
KANABEC,MN,27065,216.32179583646854,71.3
KOOCHICHING,MN,27071,238.04007514088914,51.4
MEEKER,MN,27093,223.90391690110366,26.0
MORRISON,MN,27097,217.2293187347932,57.0
PENNINGTON,MN,27113,227.48467986194265,68.6
RICE,MN,27131,243.78170449495028,43.1
STEELE,MN,27147,229.7716595651699,41.5
SHERBURNE,MN,27141,238.12483699904374,36.3
WADENA,MN,27159,210.08366358432409,124.5
BENTON,MN,27009,231.88008130081298,33.1
CARVER,MN,27019,274.7618903025334,35.6
FREEBORN,MN,27047,223.79241647343153,35.2
ITASCA,MN,27061,247.48104427791407,54.7
MCLEOD,MN,27085,228.45376368103638,63.1
POPE,MN,27121,248.44493230881815,59.0
RAMSEY,MN,27123,269.0936673278886,36.0
STEVENS,MN,27149,255.49748949687466,49.7
SWIFT,MN,27151,223.1583403895004,46.7
WINONA,MN,27169,264.81016630059617,39.9
HANCOCK,MS,28045,227.05015450439743,81.5
LA SALLE,LA,22059,176.42330877427995,105.9
SHARKEY,MS,28125,201.03649319801337,81.7
TIPPAH,MS,28139,189.49665802755422,92.8
CHOCTAW,MS,28019,206.71052631578948,53.6
FORREST,MS,28035,237.21632491593593,183.3
ITAWAMBA,MS,28057,201.44630743632408,100.0
LAFAYETTE,MS,28071,287.0601395419384,62.0
JACKSON,MS,28059,223.66502965028235,86.4
LOWNDES,MS,28087,224.55589509385808,100.3
LEFLORE,MS,28083,186.11895194766382,103.9
TUNICA,MS,28143,186.9307123394317,31.2
WILKINSON,MS,28157,177.55394099515635,74.2
CLAIBORNE,MS,28021,208.54381726334285,62.4
HARRISON,MS,28047,224.09484715024615,108.2
JEFFERSON DAVIS,MS,28065,195.75564911074835,111.5
SIMPSON,MS,28127,189.7189050156164,94.8
LAUDERDALE,MS,28075,219.98056787819127,141.4
LINCOLN,MS,28085,210.2078628915523,100.3
SCOTT,MS,28123,176.2878974611782,87.1
WINSTON,MS,28159,201.4987555459366,93.4
YAZOO,MS,28163,183.77945883037532,59.3
ATTALA,MS,28007,188.45763707223318,103.6
BENTON,MS,28009,178.35299783289187,59.8
FRANKLIN,MS,28037,203.6798764796706,60.3
COAHOMA,MS,28027,194.14718472176492,115.1
JASPER,MS,28061,204.6534114945307,35.8
JONES,MS,28067,205.6331225851774,137.6
WALTHALL,MS,28147,187.34151329243352,64.2
MONROE,MS,28095,198.15942391636779,95.0
PONTOTOC,MS,28115,185.750603378922,85.0
SUNFLOWER,MS,28133,188.65688277911948,47.0
WEBSTER,MS,28155,210.76205918119172,141.9
ALCORN,MS,28003,202.8623597014124,161.5
ADAMS,MS,28001,199.8195231611943,124.1
CLAY,MS,28025,207.87393696848423,103.6
DESOTO,MS,28033,223.64097029440111,90.7
COVINGTON,MS,28031,197.98143125391195,105.3
HUMPHREYS,MS,28053,169.45148651763077,52.7
CALHOUN,MS,28013,184.5317096531436,70.8
HOLMES,MS,28051,170.40017517928504,61.0
AMITE,MS,28005,198.17082869413076,41.8
MADISON,MS,28089,276.401009666184,61.9
MARION,MS,28091,188.83609518573783,166.5
TISHOMINGO,MS,28141,191.4202094886014,133.7
WAYNE,MS,28153,181.1027470916023,122.2
GREENE,MS,28041,187.76900224621403,53.2
MARSHALL,MS,28093,192.3070509435535,47.4
QUITMAN,MS,28119,175.87899694838796,72.2
BOLIVAR,MS,28011,207.85604299387094,76.8
LAMAR,MS,28073,254.39132805657914,33.3
LEE,MS,28081,219.3128241395568,112.6
PIKE,MS,28113,192.69421321328872,130.6
TALLAHATCHIE,MS,28135,187.4793842770753,31.9
SMITH,MS,28129,181.71776095320837,42.1
STONE,MS,28131,202.95867860519436,134.3
WARREN,MS,28149,221.3997053251947,93.7
CLARKE,MS,28023,200.3107713344521,100.3
KEMPER,MS,28069,203.74925609998016,34.1
MONTGOMERY,MS,28097,209.95246871665535,86.0
OKTIBBEHA,MS,28105,284.4610463232912,64.9
NESHOBA,MS,28099,183.93858069776132,126.4
PEARL RIVER,MS,28109,212.59060110083743,113.5
LEAKE,MS,28079,175.99843041506801,86.4
NOXUBEE,MS,28103,168.8813745201974,87.4
RANKIN,MS,28121,245.95075010859034,92.6
TATE,MS,28137,204.5282885681008,111.2
WASHINGTON,MS,28151,196.16474313570265,92.4
LAWRENCE,MS,28077,196.8006951575954,109.3
PANOLA,MS,28107,185.39250343276169,93.3
PERRY,MS,28111,190.46235577322153,65.4
YALOBUSHA,MS,28161,197.85932721712538,44.5
CHICKASAW,MS,28017,178.64778965616875,85.3
CARROLL,MS,28015,207.3965365424127,0.6
COPIAH,MS,28029,198.56337832197022,89.2
GRENADA,MS,28043,204.31264324804715,160.6
HINDS,MS,28049,234.02932797257134,62.2
JEFFERSON,MS,28063,178.98968243333778,0.3
NEWTON,MS,28101,206.36749545178895,63.4
UNION,MS,28145,193.1139635486845,99.6
PRENTISS,MS,28117,195.40745992358896,87.7
HOWELL,MO,29091,206.89105358877896,151.3
CARTER,MO,29035,188.32933653077538,0.4
DADE,MO,29057,210.86927845930614,29.9
LINN,MO,29115,201.29000653167864,38.7
JOHNSON,MO,29101,250.10103631745795,49.0
LACLEDE,MO,29105,196.10009017132552,97.1
PHELPS,MO,29161,243.66768435362025,80.8
PLATTE,MO,29165,277.0162746777572,59.0
SAINT FRANCOIS,MO,29187,205.3405385822968,155.4
SAINT LOUIS CITY,MO,29510,261.75337523462287,47.9
ANDREW,MO,29003,233.2987671390713,0.4
BUTLER,MO,29023,206.34894690141505,159.7
CARROLL,MO,29033,204.16432820743069,81.7
DAVIESS,MO,29061,190.12048192771084,29.0
KNOX,MO,29103,197.9627766599598,1.2
RIPLEY,MO,29181,186.50684435431302,128.0
MARION,MO,29127,218.95272271191166,107.7
MONTGOMERY,MO,29139,194.2675159235669,43.5
OSAGE,MO,29151,215.87068332108745,22.4
STODDARD,MO,29207,197.45225079300806,83.3
WARREN,MO,29219,214.58842462895626,58.1
WASHINGTON,MO,29221,179.97436719000322,37.7
AUDRAIN,MO,29007,195.2218297558514,62.4
CHRISTIAN,MO,29043,234.15353856530328,65.7
GREENE,MO,29077,256.37242423080005,97.7
HARRISON,MO,29081,191.70052234474753,114.9
LAFAYETTE,MO,29107,212.9474812433012,44.3
SAINT CLAIR,MO,29185,203.85270327799066,26.7
ADAIR,MO,29001,261.7604277233951,103.8
SCHUYLER,MO,29197,191.8426966292135,1.1
SCOTLAND,MO,29199,163.83370878558262,85.7
SULLIVAN,MO,29211,184.01754935756816,69.7
CAMDEN,MO,29029,239.0056849849515,93.0
CLARK,MO,29045,197.48788012340236,73.2
JASPER,MO,29097,216.52182717132683,125.8
JEFFERSON,MO,29099,224.5154712337012,72.8
LEWIS,MO,29111,206.0130978368724,3.4
MCDONALD,MO,29119,181.36948973761704,38.6
NEW MADRID,MO,29143,180.06655574043265,64.5
PERRY,MO,29157,203.86203292396132,56.8
POLK,MO,29167,216.86923788560307,87.8
RAY,MO,29177,202.91351327704623,70.7
STONE,MO,29209,231.73586222208124,68.9
REYNOLDS,MO,29179,185.25389089765758,1.1
SAINT LOUIS,MO,29189,282.8551962454692,63.4
SCOTT,MO,29201,193.91631066961756,112.7
BARRY,MO,29009,191.86677213401885,108.1
BARTON,MO,29011,203.14017752470272,106.0
BOONE,MO,29019,291.13632588536507,40.9
CEDAR,MO,29039,194.46688789496463,63.5
COLE,MO,29051,246.54002006540804,85.4
CRAWFORD,MO,29055,180.00574076352157,82.0
GASCONADE,MO,29073,217.3674588665448,71.2
IRON,MO,29093,194.49737507291465,130.6
LIVINGSTON,MO,29117,217.23793677204657,93.9
MACON,MO,29121,202.91794503557674,74.6
MONITEAU,MO,29135,192.15920523138834,0.4
OREGON,MO,29149,196.91065961591985,53.1
PEMISCOT,MO,29155,168.12730627306271,97.1
PETTIS,MO,29159,206.68179347183815,69.4
SAINTE GENEVIEVE,MO,29186,213.2423666256571,42.7
SHANNON,MO,29203,192.1068536202103,34.8
RANDOLPH,MO,29175,212.2383639492536,107.7
DOUGLAS,MO,29067,187.47666343066237,79.3
DUNKLIN,MO,29069,175.26290244297041,157.9
FRANKLIN,MO,29071,223.59661371114996,88.1
HENRY,MO,29083,209.48520655857837,130.6
HOWARD,MO,29089,231.7429022082019,0.2
JACKSON,MO,29095,243.47385971180188,68.6
LAWRENCE,MO,29109,196.34942697542684,46.1
MILLER,MO,29131,202.67767667455004,55.4
PULASKI,MO,29169,233.02529549047654,33.8
PUTNAM,MO,29171,221.02765167148164,31.8
TANEY,MO,29213,222.63018339839437,99.0
TEXAS,MO,29215,193.74270825231392,49.9
BUCHANAN,MO,29021,217.99832261671793,95.6
CALDWELL,MO,29025,209.78332964846342,1.8
CALLAWAY,MO,29027,222.4990511910343,38.7
CASS,MO,29037,232.85470320351757,95.1
CLINTON,MO,29049,222.3225176872408,57.5
COOPER,MO,29053,222.83768444948925,35.9
DALLAS,MO,29059,185.76120673924945,31.9
GENTRY,MO,29075,209.37499999999997,52.9
HICKORY,MO,29085,208.2014542343884,1.6
LINCOLN,MO,29113,201.9324817518248,66.5
MISSISSIPPI,MO,29133,176.92584075883875,37.6
MONROE,MO,29137,208.55232826187182,1.3
NEWTON,MO,29145,215.63610762917045,50.3
OZARK,MO,29153,204.27744425385936,47.4
PIKE,MO,29163,193.53566992493387,82.0
SAINT CHARLES,MO,29183,265.33528945899275,67.2
MERCER,MO,29129,198.58272008721727,50.5
MADISON,MO,29123,195.51774905938163,122.9
WRIGHT,MO,29229,180.1354895104895,111.8
CLAY,MO,29047,248.53643865326939,78.0
VERNON,MO,29217,210.38954754415678,76.3
DENT,MO,29065,185.84735962996274,85.3
SALINE,MO,29195,207.60104302477185,79.6
NODAWAY,MO,29147,254.75729862820964,69.9
WORTH,MO,29227,220.31173891865564,1.4
CHARITON,MO,29041,207.0524650672291,33.0
GRUNDY,MO,29079,212.98585698743943,98.1
MORGAN,MO,29141,184.67432950191574,26.8
WAYNE,MO,29223,185.6982571620914,3.6
BOLLINGER,MO,29017,181.68785939904433,36.0
CAPE GIRARDEAU,MO,29031,248.6649660953944,103.0
SHELBY,MO,29205,205.39119000657462,27.5
WEBSTER,MO,29225,193.8441876564247,87.9
ATCHISON,MO,29005,235.6701030927835,93.2
BATES,MO,29013,196.78146906430962,45.9
BENTON,MO,29015,211.72956972195794,97.3
CUSTER,MT,30017,241.7990752416982,99.9
HILL,MT,30041,219.5044935632742,47.5
CHOUTEAU,MT,30015,236.2869924294563,26.8
PHILLIPS,MT,30071,216.8156559555448,73.5
POWDER RIVER,MT,30075,261.1801242236025,33.9
LINCOLN,MT,30053,233.00950698737597,91.4
PARK,MT,30067,274.77657646397097,43.4
ROOSEVELT,MT,30085,177.55393118202886,23.4
BLAINE,MT,30005,204.92025278362928,35.8
LIBERTY,MT,30051,202.62806236080178,37.3
SWEET GRASS,MT,30097,240.53757542512344,45.1
RICHLAND,MT,30083,219.17580008768084,60.6
TETON,MT,30099,233.31125827814571,57.5
TOOLE,MT,30101,208.56688531107136,49.6
GLACIER,MT,30035,189.8369525480734,37.3
FALLON,MT,30025,220.7863247863248,2.4
DANIELS,MT,30019,236.74496644295303,4.5
STILLWATER,MT,30095,243.05287946906446,44.7
SILVER BOW,MT,30093,242.97386567769598,87.4
DEER LODGE,MT,30023,235.1002080823568,72.2
JEFFERSON,MT,30043,265.4537634408602,12.8
WHEATLAND,MT,30107,173.10246679316887,52.8
MADISON,MT,30057,277.54998734497593,25.6
ROSEBUD,MT,30087,204.50925527335343,38.8
DAWSON,MT,30021,236.52938652938653,84.4
BIG HORN,MT,30003,186.93754702784048,19.4
BROADWATER,MT,30007,248.06255430060816,31.5
LAKE,MT,30047,235.34453553763808,62.0
LEWIS AND CLARK,MT,30049,274.279680193091,63.4
PONDERA,MT,30073,223.203420490051,64.1
YELLOWSTONE,MT,30111,246.61617583092394,73.6
MISSOULA,MT,30063,289.42231093135837,62.0
RAVALLI,MT,30081,248.90424529441614,70.1
VALLEY,MT,30105,238.23568311069963,39.5
CASCADE,MT,30013,244.3800723574851,79.6
FERGUS,MT,30027,253.88010947294075,72.6
MINERAL,MT,30061,220.24320457796853,43.6
POWELL,MT,30077,238.87915936952714,70.2
SANDERS,MT,30089,223.02435605396883,69.5
GALLATIN,MT,30031,298.1912580782862,38.5
MEAGHER,MT,30059,214.60000000000002,49.8
CARBON,MT,30009,270.5522644754443,24.4
BEAVERHEAD,MT,30001,268.77136752136755,77.4
FLATHEAD,MT,30029,253.74894692502107,77.6
GARDEN,NE,31069,262.7809722948249,80.0
MORRILL,NE,31123,216.62247603508058,56.9
NEMAHA,NE,31127,251.86763243857405,88.9
SEWARD,NE,31159,251.11762980346145,50.1
DAKOTA,NE,31043,165.4293925666131,65.1
WEBSTER,NE,31181,235.91882123992218,3.3
ANTELOPE,NE,31003,230.79925070246645,43.5
CHASE,NE,31029,232.65842755719171,57.1
BUTLER,NE,31023,222.44293645897594,53.2
CLAY,NE,31035,221.9667943805875,0.0
CUSTER,NE,31041,232.71502399409377,79.5
GAGE,NE,31067,230.5843195266272,53.5
HAMILTON,NE,31081,239.82948956170077,59.8
JEFFERSON,NE,31095,218.59538207806486,109.3
KEARNEY,NE,31099,231.48006720635402,51.4
KEITH,NE,31101,244.11366711772666,105.0
MADISON,NE,31119,226.1964519993155,84.4
PERKINS,NE,31135,228.7878787878788,67.9
PHELPS,NE,31137,240.83815344319547,117.0
SAUNDERS,NE,31155,241.40218584450912,27.1
SCOTTS BLUFF,NE,31157,222.16987592100577,84.8
WAYNE,NE,31179,267.5417153788926,48.3
KIMBALL,NE,31105,217.70607375271152,1.0
KNOX,NE,31107,230.4967043314501,27.5
LINCOLN,NE,31111,237.40897972953977,91.1
MERRICK,NE,31121,228.75207561629838,56.7
PIERCE,NE,31139,235.37282229965157,27.5
BURT,NE,31021,226.47418270699663,20.0
CASS,NE,31025,245.61988006114532,34.7
CUMING,NE,31039,217.09259873879853,25.5
DIXON,NE,31051,213.755420641804,11.3
DUNDY,NE,31057,225.23549826474962,107.1
HALL,NE,31079,202.48558783662403,70.3
OTOE,NE,31131,224.71181102362203,79.7
RED WILLOW,NE,31145,234.59981600735972,97.8
CEDAR,NE,31027,225.69793248452285,31.3
DAWES,NE,31045,281.37539010254125,64.9
JOHNSON,NE,31097,221.32692307692307,40.2
CHEYENNE,NE,31033,247.34318817419097,39.8
DAWSON,NE,31047,178.78369905956112,58.0
GARFIELD,NE,31071,250.20429009193055,75.8
NANCE,NE,31125,226.1137573550014,43.6
PAWNEE,NE,31133,215.79142011834315,51.1
VALLEY,NE,31175,231.9849482596425,0.6
HARLAN,NE,31083,234.13087345056215,82.4
YORK,NE,31185,250.7807981492192,92.2
BUFFALO,NE,31019,258.54322807879754,69.7
COLFAX,NE,31037,167.2287113790505,0.2
DEUEL,NE,31049,233.98211467648605,0.7
PLATTE,NE,31141,220.79087452471484,67.1
POLK,NE,31143,234.01983218916857,22.6
THAYER,NE,31169,239.93765828949932,0.6
BOX BUTTE,NE,31013,212.90178571428572,98.1
BROWN,NE,31017,228.35186396337474,41.7
ADAMS,NE,31001,236.2279812444557,69.4
SHERIDAN,NE,31161,237.72180881511167,17.2
LANCASTER,NE,31109,269.8280111112199,56.3
BOONE,NE,31011,234.17957812208326,0.7
NUCKOLLS,NE,31129,235.9657248726262,41.0
SHERMAN,NE,31163,234.84251968503935,1.4
DOUGLAS,NE,31055,252.76511444299317,57.8
RICHARDSON,NE,31147,233.7228091982598,45.9
HOWARD,NE,31093,221.4095536413469,60.6
HOLT,NE,31089,232.9544350529486,35.0
FURNAS,NE,31065,220.8350643955131,1.2
SALINE,NE,31151,199.29493891797557,46.6
SARPY,NE,31153,258.2899513665319,45.8
THURSTON,NE,31173,177.16513111268608,0.5
WASHINGTON,NE,31177,253.6543548545116,49.5
CHERRY,NE,31031,229.45441988950276,79.1
DODGE,NE,31053,221.23523622047244,89.0
FILLMORE,NE,31059,236.85525611279672,0.4
CHESHIRE,NH,33005,270.03113954985616,53.4
MERRIMACK,NH,33013,275.28555400857005,60.0
GRAFTON,NH,33009,289.6830197132616,55.3
ROCKINGHAM,NH,33015,288.36448150119514,52.9
BELKNAP,NH,33001,268.0572346521372,57.1
SULLIVAN,NH,33019,246.18438464931626,44.7
HILLSBOROUGH,NH,33011,268.68083598485134,44.0
STRAFFORD,NH,33017,272.714773373791,64.8
COOS,NH,33007,235.91332233257572,58.0
CARROLL,NH,33003,281.5209157478327,65.1
CHURCHILL,NV,32001,222.500208142536,101.0
DOUGLAS,NV,32005,269.430214981525,99.0
LANDER,NV,32015,186.10497706811617,0.6
PERSHING,NV,32027,209.81834559375469,25.5
HUMBOLDT,NV,32013,189.37851123595507,68.2
MINERAL,NV,32021,220.42048758666965,103.5
WHITE PINE,NV,32033,209.44410630959626,90.4
ELKO,NV,32007,200.6758691792199,57.2
LINCOLN,NV,32017,235.51797040169134,75.0
NYE,NV,32023,216.40567257945307,119.2
WASHOE,NV,32031,246.76187462265824,73.2
CLARK,NV,32003,222.17723992584865,70.6
CARSON CITY,NV,32510,235.6129770006824,115.8
LYON,NV,32019,212.492591247156,83.3
MONMOUTH,NJ,34025,282.69351813637456,45.6
MERCER,NJ,34021,269.56465842801356,45.3
SUSSEX,NJ,34037,266.6824545517866,48.9
CUMBERLAND,NJ,34011,187.12633589756828,77.9
SOMERSET,NJ,34035,301.4838771616124,30.9
ESSEX,NJ,34013,240.59140355896605,33.0
OCEAN,NJ,34029,240.58239881702363,55.3
ATLANTIC,NJ,34001,233.54059342092728,63.8
GLOUCESTER,NJ,34015,251.35702812898975,67.8
MIDDLESEX,NJ,34023,271.14827872846615,36.5
SALEM,NJ,34033,223.32225288509784,60.6
PASSAIC,NJ,34031,218.01854031725765,37.9
CAPE MAY,NJ,34009,262.5252514569165,74.9
CAMDEN,NJ,34007,243.7901666549249,71.3
BERGEN,NJ,34003,288.89052371204366,36.0
UNION,NJ,34039,242.0670350965334,34.0
WARREN,NJ,34041,255.22000597639328,58.3
HUDSON,NJ,34017,259.6265424652375,31.4
HUNTERDON,NJ,34019,302.7776673003651,34.8
BURLINGTON,NJ,34005,269.3309319845411,58.7
MORRIS,NJ,34027,302.2110987938185,34.8
SAN JUAN,NM,35045,195.8649519189524,53.5
